slug,farmaco_slug,doenca_slug,tipo_interacao,severidade,motivo_pt,motivo_en,conselho_pt,conselho_en,fonte_pt,fonte_en,estado
amoxicilina_alergia_penicilinas,amoxicilina,alergia_penicilinas,contraindication,critical,A amoxicilina está contraindicada em doentes com alergia documentada às penicilinas (risco de anafilaxia).,Amoxicillin is contraindicated in patients with documented penicillin allergy (risk of anaphylaxis).,Confirmar história de alergia antes de prescrever; considerar alternativa de outra classe.,Confirm allergy history before prescribing; consider an alternative class.,DailyMed/FDA (NIH/NLM) — rótulo aprovado Amoxicilina (cápsulas): https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=afb4149a-0714-4a85-b9e8-2379a8e6a302,DailyMed/FDA (NIH/NLM) — approved Amoxicillin label (capsules): https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=afb4149a-0714-4a85-b9e8-2379a8e6a302,publicado
amoxicilina_mononucleose_infecciosa,amoxicilina,mononucleose_infecciosa,precaution,moderate,A amoxicilina em doentes com mononucleose infecciosa causa frequentemente erupção cutânea maculopapular.,Amoxicillin in patients with infectious mononucleosis frequently causes a maculopapular rash.,Evitar amoxicilina/ampicilina na mononucleose; considerar alternativa.,Avoid amoxicillin/ampicillin in mononucleosis; consider an alternative.,DailyMed/FDA (NIH/NLM) — rótulo aprovado Amoxicilina (cápsulas): https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=afb4149a-0714-4a85-b9e8-2379a8e6a302,DailyMed/FDA (NIH/NLM) — approved Amoxicillin label (capsules): https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=afb4149a-0714-4a85-b9e8-2379a8e6a302,publicado
benzilpenicilina-benzatina_alergia_penicilinas,benzilpenicilina-benzatina,alergia_penicilinas,contraindication,critical,A benzilpenicilina benzatina está contraindicada em doentes com alergia documentada às penicilinas (risco de anafilaxia).,Benzathine benzylpenicillin is contraindicated in patients with documented penicillin allergy (risk of anaphylaxis).,Confirmar história de alergia antes de administrar; considerar alternativa de outra classe.,Confirm allergy history before administering; consider an alternative class.,DailyMed/FDA (NIH/NLM) — rótulo aprovado Bicillin L-A (Pfizer): https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=012d46f1-d0a0-4676-a879-cd320297ab16,DailyMed/FDA (NIH/NLM) — approved Bicillin L-A label (Pfizer): https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=012d46f1-d0a0-4676-a879-cd320297ab16,publicado
benzilpenicilina-benzatina_insuficiencia_renal,benzilpenicilina-benzatina,insuficiencia_renal,precaution,moderate,"A eliminação da penicilina G é reduzida na insuficiência renal, com risco de neurotoxicidade em doses elevadas.","Penicillin G elimination is reduced in renal impairment, with a risk of neurotoxicity at high doses.",Ajustar o intervalo de administração em insuficiência renal grave.,Adjust the dosing interval in severe renal impairment.,DailyMed/FDA (NIH/NLM) — rótulo aprovado Bicillin L-A (Pfizer): https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=012d46f1-d0a0-4676-a879-cd320297ab16,DailyMed/FDA (NIH/NLM) — approved Bicillin L-A label (Pfizer): https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=012d46f1-d0a0-4676-a879-cd320297ab16,publicado
cefazolina_alergia_cefalosporinas,cefazolina,alergia_cefalosporinas,contraindication,critical,A cefazolina está contraindicada em doentes com alergia documentada às cefalosporinas (risco de anafilaxia).,Cefazolin is contraindicated in patients with documented cephalosporin allergy (risk of anaphylaxis).,Confirmar história de alergia antes de administrar.,Confirm allergy history before administering.,DailyMed/FDA (NIH/NLM) — rótulo aprovado Cefazolin Injection (WG Critical Care): https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1999084a-124c-45f9-801f-416a1b942c96,DailyMed/FDA (NIH/NLM) — approved Cefazolin Injection label (WG Critical Care): https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1999084a-124c-45f9-801f-416a1b942c96,publicado
cefazolina_insuficiencia_renal,cefazolina,insuficiencia_renal,precaution,moderate,A cefazolina é eliminada por via renal; a insuficiência renal requer ajuste de dose.,Cefazolin is eliminated renally; renal impairment requires dose adjustment.,Ajustar a dose com base na função renal.,Adjust the dose based on renal function.,DailyMed/FDA (NIH/NLM) — rótulo aprovado Cefazolin Injection (WG Critical Care): https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1999084a-124c-45f9-801f-416a1b942c96,DailyMed/FDA (NIH/NLM) — approved Cefazolin Injection label (WG Critical Care): https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1999084a-124c-45f9-801f-416a1b942c96,publicado
cefepima_alergia_cefalosporinas,cefepima,alergia_cefalosporinas,contraindication,critical,A cefepima está contraindicada em doentes com alergia documentada às cefalosporinas (risco de anafilaxia).,Cefepime is contraindicated in patients with documented cephalosporin allergy (risk of anaphylaxis).,Confirmar história de alergia antes de administrar.,Confirm allergy history before administering.,DailyMed/FDA (NIH/NLM) — rótulo aprovado Cefepime Injection (WG Critical Care): https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5fd857e5-591f-44ca-80cf-fd903660b03c,DailyMed/FDA (NIH/NLM) — approved Cefepime Injection label (WG Critical Care): https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5fd857e5-591f-44ca-80cf-fd903660b03c,publicado
cefepima_insuficiencia_renal,cefepima,insuficiencia_renal,precaution,moderate,A cefepima é eliminada por via renal; a insuficiência renal requer ajuste de dose e monitorização (risco de neurotoxicidade em doses não ajustadas).,Cefepime is eliminated renally; renal impairment requires dose adjustment and monitoring (risk of neurotoxicity at unadjusted doses).,Ajustar a dose com base na função renal e monitorizar sintomas neurológicos.,Adjust the dose based on renal function and monitor neurological symptoms.,DailyMed/FDA (NIH/NLM) — rótulo aprovado Cefepime Injection (WG Critical Care): https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5fd857e5-591f-44ca-80cf-fd903660b03c,DailyMed/FDA (NIH/NLM) — approved Cefepime Injection label (WG Critical Care): https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5fd857e5-591f-44ca-80cf-fd903660b03c,publicado
cefotaxima_alergia_cefalosporinas,cefotaxima,alergia_cefalosporinas,contraindication,critical,A cefotaxima está contraindicada em doentes com alergia documentada às cefalosporinas (risco de anafilaxia).,Cefotaxime is contraindicated in patients with documented cephalosporin allergy (risk of anaphylaxis).,Confirmar história de alergia antes de administrar.,Confirm allergy history before administering.,DailyMed/FDA (NIH/NLM) — rótulo aprovado Cefotaxime Injection: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=8efe3bd0-c43a-2bd6-e053-2a95a90a92fa,DailyMed/FDA (NIH/NLM) — approved Cefotaxime Injection label: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=8efe3bd0-c43a-2bd6-e053-2a95a90a92fa,publicado
cefotaxima_insuficiencia_renal,cefotaxima,insuficiencia_renal,precaution,moderate,A cefotaxima é eliminada por via renal; a insuficiência renal requer ajuste de dose.,Cefotaxime is eliminated renally; renal impairment requires dose adjustment.,Ajustar a dose com base na função renal.,Adjust the dose based on renal function.,DailyMed/FDA (NIH/NLM) — rótulo aprovado Cefotaxime Injection: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=8efe3bd0-c43a-2bd6-e053-2a95a90a92fa,DailyMed/FDA (NIH/NLM) — approved Cefotaxime Injection label: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=8efe3bd0-c43a-2bd6-e053-2a95a90a92fa,publicado
ceftazidima_alergia_cefalosporinas,ceftazidima,alergia_cefalosporinas,contraindication,critical,A ceftazidima está contraindicada em doentes com alergia documentada às cefalosporinas (risco de anafilaxia).,Ceftazidime is contraindicated in patients with documented cephalosporin allergy (risk of anaphylaxis).,Confirmar história de alergia antes de administrar.,Confirm allergy history before administering.,DailyMed/FDA (NIH/NLM) — rótulo aprovado Ceftazidima: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=78982c98-7866-49f1-989f-a289c4242358,DailyMed/FDA (NIH/NLM) — approved Ceftazidime label: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=78982c98-7866-49f1-989f-a289c4242358,publicado
ceftazidima_insuficiencia_renal,ceftazidima,insuficiencia_renal,precaution,moderate,A ceftazidima é eliminada por via renal; a insuficiência renal requer ajuste de dose (risco de neurotoxicidade).,Ceftazidime is eliminated renally; renal impairment requires dose adjustment (risk of neurotoxicity).,Ajustar a dose com base na função renal.,Adjust the dose based on renal function.,DailyMed/FDA (NIH/NLM) — rótulo aprovado Ceftazidima: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=78982c98-7866-49f1-989f-a289c4242358,DailyMed/FDA (NIH/NLM) — approved Ceftazidime label: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=78982c98-7866-49f1-989f-a289c4242358,publicado
clozapina_agranulocitose_historico,clozapina,agranulocitose_historico,precaution,moderate,A clozapina pode causar agranulocitose; doentes com história de agranulocitose ou discrasias sanguíneas têm risco aumentado.,Clozapine can cause agranulocytosis; patients with a history of agranulocytosis or blood dyscrasias are at increased risk.,Monitorizar hemograma de acordo com o protocolo (semanalmente nas primeiras 18 semanas).,Monitor the blood count according to the protocol (weekly for the first 18 weeks).,DailyMed/FDA (NIH/NLM) — rótulo aprovado Clozapina: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=61fe53d5-ed5c-4e45-9189-709d08d386cb,DailyMed/FDA (NIH/NLM) — approved Clozapine label: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=61fe53d5-ed5c-4e45-9189-709d08d386cb,publicado
clozapina_epilepsia,clozapina,epilepsia,precaution,moderate,"A clozapina reduz o limiar convulsivo, com risco aumentado de convulsões em doentes com epilepsia.","Clozapine lowers the seizure threshold, with an increased risk of seizures in patients with epilepsy.","Usar com precaução, titular lentamente e considerar doses mais baixas.","Use with caution, titrate slowly and consider lower doses.",DailyMed/FDA (NIH/NLM) — rótulo aprovado Clozapina: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=61fe53d5-ed5c-4e45-9189-709d08d386cb,DailyMed/FDA (NIH/NLM) — approved Clozapine label: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=61fe53d5-ed5c-4e45-9189-709d08d386cb,publicado
daptomicina_insuficiencia_renal,daptomicina,insuficiencia_renal,precaution,moderate,A daptomicina é eliminada por via renal; a insuficiência renal requer ajuste de dose.,Daptomycin is eliminated renally; renal impairment requires dose adjustment.,Ajustar a dose com base na função renal (CrCl < 30 ml/min).,Adjust the dose based on renal function (CrCl < 30 ml/min).,DailyMed/FDA (NIH/NLM) — rótulo aprovado Daptomicina: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f4ad8613-f25e-4b82-9621-cc5ff9525d3e,DailyMed/FDA (NIH/NLM) — approved Daptomycin label: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f4ad8613-f25e-4b82-9621-cc5ff9525d3e,publicado
daptomicina_fatores_rabdomiolise,daptomicina,fatores_rabdomiolise,precaution,moderate,"A daptomicina pode causar miopatia/rabdomiólise; o risco é maior com doses elevadas, estatina concomitante ou insuficiência renal.","Daptomycin can cause myopathy/rhabdomyolysis; the risk is higher with high doses, concomitant statins or renal impairment.",Monitorizar CPK semanalmente e vigiar sintomas musculares.,Monitor CK weekly and watch for muscle symptoms.,DailyMed/FDA (NIH/NLM) — rótulo aprovado Daptomicina: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f4ad8613-f25e-4b82-9621-cc5ff9525d3e,DailyMed/FDA (NIH/NLM) — approved Daptomycin label: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f4ad8613-f25e-4b82-9621-cc5ff9525d3e,publicado
fenitoina_doenca_hepatica,fenitoina,doenca_hepatica,precaution,moderate,A fenitoína é extensamente metabolizada no fígado; a insuficiência hepática altera os níveis e aumenta o risco de toxicidade.,Phenytoin is extensively metabolised in the liver; hepatic impairment alters levels and increases the risk of toxicity.,Monitorizar níveis de fenitoína e ajustar a dose; vigiar sinais de toxicidade.,Monitor phenytoin levels and adjust the dose; watch for signs of toxicity.,DailyMed/FDA (NIH/NLM) — rótulo aprovado Fenitoína: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ef4e97a7-cd18-47a9-a016-2eca5481a87e,DailyMed/FDA (NIH/NLM) — approved Phenytoin label: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ef4e97a7-cd18-47a9-a016-2eca5481a87e,publicado
fenitoina_porfiria,fenitoina,porfiria,precaution,moderate,A fenitoína pode precipitar crises agudas de porfiria em doentes suscetíveis.,Phenytoin can precipitate acute porphyria attacks in susceptible patients.,Evitar ou usar com muita precaução em doentes com porfiria.,Avoid or use with great caution in patients with porphyria.,DailyMed/FDA (NIH/NLM) — rótulo aprovado Fenitoína: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ef4e97a7-cd18-47a9-a016-2eca5481a87e,DailyMed/FDA (NIH/NLM) — approved Phenytoin label: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ef4e97a7-cd18-47a9-a016-2eca5481a87e,publicado
fenobarbital_porfiria,fenobarbital,porfiria,contraindication,critical,"O fenobarbital está contraindicado na porfiria, pois induz a síntese de porfirinas e precipita crises agudas.","Phenobarbital is contraindicated in porphyria, as it induces porphyrin synthesis and precipitates acute attacks.",Não utilizar em doentes com porfiria; considerar alternativa.,Do not use in patients with porphyria; consider an alternative.,DailyMed/FDA (NIH/NLM) — rótulo aprovado Fenobarbital: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=fa09b4f2-edb0-4594-a2d2-b16f7b9686b4,DailyMed/FDA (NIH/NLM) — approved Phenobarbital label: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=fa09b4f2-edb0-4594-a2d2-b16f7b9686b4,publicado
fenobarbital_depressao_respiratoria,fenobarbital,depressao_respiratoria,precaution,moderate,"O fenobarbital deprime o sistema nervoso central e o centro respiratório, com risco aumentado em doença pulmonar grave.","Phenobarbital depresses the central nervous system and the respiratory centre, with an increased risk in severe lung disease.",Usar com precaução em doença respiratória grave e monitorizar a sedação.,Use with caution in severe respiratory disease and monitor sedation.,DailyMed/FDA (NIH/NLM) — rótulo aprovado Fenobarbital: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=fa09b4f2-edb0-4594-a2d2-b16f7b9686b4,DailyMed/FDA (NIH/NLM) — approved Phenobarbital label: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=fa09b4f2-edb0-4594-a2d2-b16f7b9686b4,publicado
fenoximetilpenicilina_alergia_penicilinas,fenoximetilpenicilina,alergia_penicilinas,contraindication,critical,A fenoximetilpenicilina está contraindicada em doentes com alergia documentada às penicilinas (risco de anafilaxia).,Phenoxymethylpenicillin is contraindicated in patients with documented penicillin allergy (risk of anaphylaxis).,Confirmar história de alergia antes de prescrever.,Confirm allergy history before prescribing.,DailyMed/FDA (NIH/NLM) — rótulo aprovado Penicillin V Potassium: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=64ac283c-fe6a-49f0-ae85-90ab98e38272,DailyMed/FDA (NIH/NLM) — approved Penicillin V Potassium label: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=64ac283c-fe6a-49f0-ae85-90ab98e38272,publicado
fenoximetilpenicilina_insuficiencia_renal,fenoximetilpenicilina,insuficiencia_renal,precaution,moderate,"A eliminação da fenoximetilpenicilina é reduzida na insuficiência renal grave, com risco de acumulação.","Phenoxymethylpenicillin elimination is reduced in severe renal impairment, with a risk of accumulation.",Ajustar o intervalo em insuficiência renal grave.,Adjust the interval in severe renal impairment.,DailyMed/FDA (NIH/NLM) — rótulo aprovado Penicillin V Potassium: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=64ac283c-fe6a-49f0-ae85-90ab98e38272,DailyMed/FDA (NIH/NLM) — approved Penicillin V Potassium label: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=64ac283c-fe6a-49f0-ae85-90ab98e38272,publicado
fluoxetina_doenca_hepatica,fluoxetina,doenca_hepatica,precaution,moderate,A fluoxetina é metabolizada no fígado; a insuficiência hepática reduz a eliminação e aumenta o risco de acumulação.,Fluoxetine is metabolised in the liver; hepatic impairment reduces elimination and increases the risk of accumulation.,Reduzir a dose e monitorizar efeitos adversos em insuficiência hepática.,Reduce the dose and monitor adverse effects in hepatic impairment.,DailyMed/FDA (NIH/NLM) — rótulo aprovado Fluoxetina: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=583c5021-2948-7db4-e063-6294a90ae7dc,DailyMed/FDA (NIH/NLM) — approved Fluoxetine label: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=583c5021-2948-7db4-e063-6294a90ae7dc,publicado
fluoxetina_prolongamento_qt,fluoxetina,prolongamento_qt,precaution,moderate,A fluoxetina pode prolongar o intervalo QT; o risco é maior em doses elevadas e em doentes com fatores de risco.,Fluoxetine can prolong the QT interval; the risk is higher at high doses and in patients with risk factors.,Vigiar ECG em doentes com fatores de risco e evitar associações que prolonguem o QT.,Monitor the ECG in patients with risk factors and avoid QT-prolonging combinations.,DailyMed/FDA (NIH/NLM) — rótulo aprovado Fluoxetina: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=583c5021-2948-7db4-e063-6294a90ae7dc,DailyMed/FDA (NIH/NLM) — approved Fluoxetine label: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=583c5021-2948-7db4-e063-6294a90ae7dc,publicado
fosfomicina_insuficiencia_renal,fosfomicina,insuficiencia_renal,precaution,moderate,A fosfomicina é eliminada por via renal; a insuficiência renal pode exigir ajuste da dose ou do intervalo.,Fosfomycin is eliminated renally; renal impairment may require dose or interval adjustment.,"Ajustar com base na função renal (dose única habitualmente não ajustada, mas reavaliar em IR grave).","Adjust based on renal function (single dose usually unadjusted, but reassess in severe RI).",DailyMed/FDA (NIH/NLM) — rótulo aprovado Fosfomicina trometamol: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4f206750-8126-99a3-e063-6294a90ade4c,DailyMed/FDA (NIH/NLM) — approved Fosfomycin trometamol label: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4f206750-8126-99a3-e063-6294a90ade4c,publicado
fosfomicina_hipertensao,fosfomicina,hipertensao,precaution,moderate,"A fosfomicina trometamol contém uma quantidade relevante de sódio, que pode agravar a hipertensão e a insuficiência cardíaca.","Fosfomycin trometamol contains a relevant amount of sodium, which can worsen hypertension and heart failure.",Considerar o teor de sódio em doentes com hipertensão não controlada ou insuficiência cardíaca.,Consider the sodium content in patients with uncontrolled hypertension or heart failure.,DailyMed/FDA (NIH/NLM) — rótulo aprovado Fosfomicina trometamol: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4f206750-8126-99a3-e063-6294a90ade4c,DailyMed/FDA (NIH/NLM) — approved Fosfomycin trometamol label: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4f206750-8126-99a3-e063-6294a90ade4c,publicado
gentamicina_insuficiencia_renal,gentamicina,insuficiencia_renal,precaution,moderate,A gentamicina é eliminada por via renal; a insuficiência renal aumenta o risco de nefrotoxicidade e ototoxicidade.,Gentamicin is eliminated renally; renal impairment increases the risk of nephrotoxicity and ototoxicity.,Ajustar a dose e monitorizar níveis séricos e função renal.,Adjust the dose and monitor serum levels and renal function.,DailyMed/FDA (NIH/NLM) — rótulo aprovado Gentamicina: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=441b6232-bb60-40ad-85ec-7c41ba43fd5f,DailyMed/FDA (NIH/NLM) — approved Gentamicin label: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=441b6232-bb60-40ad-85ec-7c41ba43fd5f,publicado
gentamicina_hipoacusia_doenca_vestibular,gentamicina,hipoacusia_doenca_vestibular,precaution,moderate,Os aminoglicosídeos são ototóxicos; doentes com hipoacusia ou doença vestibular prévia têm risco aumentado.,Aminoglycosides are ototoxic; patients with pre-existing hearing loss or vestibular disease are at increased risk.,Monitorizar sintomas ototóxicos e considerar audiometria em tratamentos prolongados.,Monitor for ototoxic symptoms and consider audiometry in prolonged treatment.,DailyMed/FDA (NIH/NLM) — rótulo aprovado Gentamicina: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=441b6232-bb60-40ad-85ec-7c41ba43fd5f,DailyMed/FDA (NIH/NLM) — approved Gentamicin label: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=441b6232-bb60-40ad-85ec-7c41ba43fd5f,publicado
haloperidol_prolongamento_qt,haloperidol,prolongamento_qt,precaution,moderate,"O haloperidol pode prolongar o intervalo QT e causar torsade de pointes, sobretudo em doses elevadas ou com fatores de risco.","Haloperidol can prolong the QT interval and cause torsade de pointes, especially at high doses or with risk factors.",Vigiar ECG e eletrólitos; evitar associações que prolonguem o QT.,Monitor the ECG and electrolytes; avoid QT-prolonging combinations.,DailyMed/FDA (NIH/NLM) — rótulo aprovado Haloperidol: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e2eed126-cb82-42b1-9b48-9cbeb6873b50,DailyMed/FDA (NIH/NLM) — approved Haloperidol label: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e2eed126-cb82-42b1-9b48-9cbeb6873b50,publicado
haloperidol_doenca_parkinson,haloperidol,doenca_parkinson,precaution,moderate,Os antipsicóticos bloqueiam os recetores dopaminérgicos e podem agravar os sintomas da doença de Parkinson.,Antipsychotics block dopaminergic receptors and can worsen the symptoms of Parkinson disease.,Evitar ou usar com muita precaução em doentes com doença de Parkinson.,Avoid or use with great caution in patients with Parkinson disease.,DailyMed/FDA (NIH/NLM) — rótulo aprovado Haloperidol: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e2eed126-cb82-42b1-9b48-9cbeb6873b50,DailyMed/FDA (NIH/NLM) — approved Haloperidol label: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e2eed126-cb82-42b1-9b48-9cbeb6873b50,publicado
lamotrigina_sindrome_hipersensibilidade,lamotrigina,sindrome_hipersensibilidade,precaution,moderate,A lamotrigina pode causar erupção cutânea grave (SJS/TEN); o risco é maior com titulação rápida e em doentes suscetíveis.,Lamotrigine can cause severe skin rash (SJS/TEN); the risk is higher with rapid titration and in susceptible patients.,Titular lentamente conforme o protocolo e suspender perante qualquer erupção cutânea.,Titrate slowly per protocol and stop at any skin rash.,DailyMed/FDA (NIH/NLM) — rótulo aprovado Lamotrigina: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=57f04b9b-06cd-8044-e063-6394a90ae733,DailyMed/FDA (NIH/NLM) — approved Lamotrigine label: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=57f04b9b-06cd-8044-e063-6394a90ae733,publicado
lamotrigina_doenca_renal_cronica,lamotrigina,doenca_renal_cronica,precaution,moderate,A lamotrigina é eliminada por via renal; a insuficiência renal reduz a depuração e aumenta o risco de toxicidade.,Lamotrigine is eliminated renally; renal impairment reduces clearance and increases the risk of toxicity.,Reduzir a dose de manutenção em insuficiência renal e ajustar na hemodiálise.,Reduce the maintenance dose in renal impairment and adjust in haemodialysis.,DailyMed/FDA (NIH/NLM) — rótulo aprovado Lamotrigina: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=57f04b9b-06cd-8044-e063-6394a90ae733,DailyMed/FDA (NIH/NLM) — approved Lamotrigine label: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=57f04b9b-06cd-8044-e063-6394a90ae733,publicado
litio_insuficiencia_renal,litio,insuficiencia_renal,precaution,moderate,O lítio é eliminado quase exclusivamente por via renal; a insuficiência renal reduz a depuração e aumenta o risco de toxicidade.,Lithium is eliminated almost exclusively renally; renal impairment reduces clearance and increases the risk of toxicity.,Monitorizar a litemia com frequência e ajustar a dose; evitar AINEs e diuréticos tiazídicos.,Monitor serum lithium frequently and adjust the dose; avoid NSAIDs and thiazide diuretics.,DailyMed/FDA (NIH/NLM) — rótulo aprovado Lítio: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0e6b0a2d-b79c-44d8-b785-5267df9e8f72,DailyMed/FDA (NIH/NLM) — approved Lithium label: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0e6b0a2d-b79c-44d8-b785-5267df9e8f72,publicado
litio_hiponatremia,litio,hiponatremia,precaution,moderate,"A depleção de sódio (dieta pobre em sal, diuréticos, desidratação) aumenta a reabsorção tubular do lítio e a litemia.","Sodium depletion (low-salt diet, diuretics, dehydration) increases tubular lithium reabsorption and serum lithium.",Corrigir e evitar fatores de depleção de sódio; monitorizar litemia e eletrólitos.,Correct and avoid sodium-depleting factors; monitor serum lithium and electrolytes.,DailyMed/FDA (NIH/NLM) — rótulo aprovado Lítio: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0e6b0a2d-b79c-44d8-b785-5267df9e8f72,DailyMed/FDA (NIH/NLM) — approved Lithium label: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0e6b0a2d-b79c-44d8-b785-5267df9e8f72,publicado
moxifloxacina_prolongamento_qt,moxifloxacina,prolongamento_qt,precaution,moderate,A moxifloxacina prolonga o intervalo QT de forma significativa; evitar em doentes com QT prolongado ou fatores de risco.,Moxifloxacin prolongs the QT interval significantly; avoid in patients with QT prolongation or risk factors.,Vigiar ECG e eletrólitos; evitar associações que prolonguem o QT.,Monitor the ECG and electrolytes; avoid QT-prolonging combinations.,DailyMed/FDA (NIH/NLM) — rótulo aprovado Moxifloxacina: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1ed191f5-7df5-488c-bb72-91ac0b618d9a,DailyMed/FDA (NIH/NLM) — approved Moxifloxacin label: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1ed191f5-7df5-488c-bb72-91ac0b618d9a,publicado
moxifloxacina_tendinopatia,moxifloxacina,tendinopatia,precaution,moderate,"As fluoroquinolonas aumentam o risco de tendinite e rutura do tendão, sobretudo no tendão de Aquiles.","Fluoroquinolones increase the risk of tendinitis and tendon rupture, especially of the Achilles tendon.",Suspender ao primeiro sinal de dor ou inflamação tendinosa; precaução em idosos e com corticosteroides.,Stop at the first sign of tendon pain or inflammation; caution in the elderly and with corticosteroids.,DailyMed/FDA (NIH/NLM) — rótulo aprovado Moxifloxacina: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1ed191f5-7df5-488c-bb72-91ac0b618d9a,DailyMed/FDA (NIH/NLM) — approved Moxifloxacin label: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1ed191f5-7df5-488c-bb72-91ac0b618d9a,publicado
